,Title,Github_urls,setup_files,docker_files,setup_info_in_readme,shell_instructions_in_readme,notebook_instructions_in_readme,code_instructions_in_readme
321,HumanLight: Incentivizing ridesharing via human-centric deep reinforcement learning in traffic signal control,['https://github.com/DimVlachogiannis/HumanLight'],[False],[False],[False],[False],[False],[False]
322,Learning-based modeling of human-autonomous vehicle interaction for improved safety in mixed-vehicle platooning control,['https://github.com/CL2-UWaterloo/GP-MPC-of-Platooning'],[False],[False],[False],[False],[False],[False]
323,Integrated timetabling and vehicle scheduling of an intermodal urban transit network: A distributionally robust optimization approach,['https://github.com/Wodenxdy/TTRDCP'],[False],[False],[True],[True],[False],[True]
324,Unravelling uncertainty in trajectory prediction using a non-parametric approach,['https://github.com/RomainLITUD/UQnet-arxiv'],[False],[False],[True],[True],[True],[True]
325,Traffic state estimation from vehicle trajectories with anisotropic Gaussian processes,['https://github.com/Lucky-Fan/GP_TSE'],[False],[False],[True],[False],[True],[True]
326,Trustworthy autonomous driving via defense-aware robust reinforcement learning against worst-case observational perturbations,['https://github.com/TMIS-Turbo/DARRL'],[False],[False],[False],[False],[False],[False]
327,SCU-Counting: A large-scale benchmark dataset for multi-class object counting,['https://github.com/gjy3035/C-3-Framework'],[False],[False],[True],[False],[False],[True]
328,Beyond behavioural change: Investigating alternative explanations for shorter time headways when human drivers follow automated vehicles,['https://github.com/Yiru-Jiao/Explaining-headway-reduction-of-HVs-following-AVs'],[False],[False],[True],[False],[True],[True]
329,Computational graph-based mathematical programming reformulation for integrated demand and supply models,"['https://github.com/Taehooie/CGEquilibrium', 'https://github.com/asu-trans-ai-lab/Path4GMNS']","[False, False]","[False, False]","[False, False]","[False, False]","[False, False]","[False, False]"
330,Spatiotemporal traffic data completion with truncated minimax-concave penalty,"['https://github.com/zhiyongc/Seattle-Loop-Data', 'https://github.com/peterchen96/LRTC-TMCP']","[False, False]","[False, False]","[False, True]","[False, True]","[False, True]","[False, True]"
331,Origin–destination matrix estimation for public transport: A multi-modal weighted graph approach,['https://github.com/Future-Mobility-Lab/Entropy-weighting-method'],[False],[False],[False],[False],[False],[False]
332,How did international air transport networks influence the spread of COVID-19? A spatial and temporal modeling perspective,"['https://github.com/scipy/scipy', 'https://github.com/CSSEGISandData/COVID-19', 'https://github.com/geatpy-dev/geatpy']","[False, False, False]","[False, False, False]","[True, True, True]","[False, False, True]","[False, False, False]","[False, True, True]"
333,Geometry-aware car-following model construction: Theoretical modeling and empirical analysis on horizontal curves,['https://github.com/yonsann/GACF'],[False],[False],[False],[False],[False],[False]
334,A parking incentive allocation problem for ridesharing systems,['https://github.com/nguyendai236/PIA'],[False],[False],[False],[False],[False],[False]
335,CRRFNet: An adaptive traffic object detection method based on camera and radar radio frequency fusion,['https://github.com/wwb00l/CRRFNet'],[False],[False],[False],[False],[False],[False]
336,How simple behavioural modifications can influence evacuation efficiency of crowds: Part 2. Physical movement of individuals,['https://github.com/Milad-Haghani/Physical-movement-of-individuals'],[False],[False],[{}],[{}],[{}],[False]
337,How simple behavioural modifications can influence evacuation efficiency of crowds: Part 1. Decision making of individuals,['https://github.com/Milad-Haghani/Decision-making-of-individuals'],[False],[False],[{}],[{}],[{}],[False]
338,Deep neural networks for choice analysis: Enhancing behavioral regularity with gradient regularization,['https://github.com/siqi-feng/DNN-behavioral-regularity'],[False],[False],[False],[False],[False],[False]
339,Cooperative adaptable lanes for safer shared space and improved mixed-traffic flow,['https://github.com/ethz-coss/calm_rl'],[False],[False],[True],[True],[False],[False]
340,Space-Time adaptive network for origin-destination passenger demand prediction,['https://github.com/ZJU2021/STAN'],[False],[False],[False],[False],[False],[False]
341,A network equilibrium model for integrated shared mobility services with ride-pooling,['https://github.com/bstabler/TransportationNetworks'],[False],[False],[True],[False],[True],[True]
342,Lateral conflict resolution data derived from Argoverse-2: Analysing safety and efficiency impacts of autonomous vehicles at intersections,['https://github.com/RomainLITUD/conflict_resolution_dataset'],[False],[False],[False],[False],[False],[True]
343,City metro network expansion based on multi-objective reinforcement learning,['https://github.com/NicoleZlq/metro-expansion'],[False],[False],[{}],[{}],[{}],[False]
344,"Unraveling stochastic fundamental diagrams with empirical knowledge: Modeling, limitations, and future directions","['https://github.com/YuanzhengLei/Unraveling-stochastic-fundamental-diagrams-considering-empirical-knowledge', 'https://github.com/YuanzhengLei/Weighted-the-least-square-method-for-single-regime-fundamental-diagram-models']","[False, False]","[False, False]","[True, False]","[False, False]","[False, False]","[True, False]"
345,Multimodal traffic assignment considering heterogeneous demand and modular operation of shared autonomous vehicles,['https://github.com/bstabler/TransportationNetworks'],[False],[False],[True],[False],[True],[True]
346,Feedback–feedforward signal control with exogenous demand estimation in congested urban road networks,['https://github.com/decenter2021/SAFFRON'],[False],[False],[True],[True],[False],[True]
347,A novel framework of the alternating direction method of multipliers with application to traffic assignment problem,['https://github.com/bstabler/TransportationNetworks'],[False],[False],[True],[False],[True],[True]
348,Copula-based transferable models for synthetic population generation,['https://github.com/PascalJD/copulapopgen'],[False],[False],[True],[False],[False],[False]
349,The role of individual compensation and acceptance decisions in crowdsourced delivery,['https://github.com/bugracnr/TRC-INSTANCES'],[False],[False],[False],[False],[False],[False]
350,Quantifying the impact of U.S. electric vehicle sales on light-duty vehicle fleet CO<inf>2</inf> emissions using a novel agent-based simulation,['https://github.com/lucas-spangher/agent-based-EV-sim'],[False],[False],[True],[False],[False],[True]
351,Transportation infrastructures in a low carbon world: An evaluation of investment needs and their determinants,['https://github.com/calvinwhealton/DataVisSpecialPlots'],[False],[False],[True],[True],[False],[True]
352,Sustainable cold supply chain management under demand uncertainty and carbon tax regulation,['https://github.com/Mahla1368-ops/Cplex'],[False],[False],[{}],[{}],[{}],[False]
353,"How do the perceptions of neighborhood conditions impact active transportation? A study in Rajshahi, Bangladesh",['https://github.com/paezha/Neighborhood-Perceptions-and-Active-Travel-in-Bangladesh'],[False],[False],[True],[False],[False],[True]
354,Modification of Newell's car-following model incorporating multidimensional stochastic parameters for emission estimation,['https://github.com/jeff-d-taylor/DTW_Paper_Code'],[False],[False],[True],[False],[False],[False]
355,Electric vehicle charging network in Europe: An accessibility and deployment trends analysis,['https://github.com/giacfalk/EV_charging_network_accessibility_analysis'],[False],[False],[False],[False],[False],[False]
356,Open-source modeling chain for the dynamic assessment of road traffic noise exposure,['https://github.com/Ifsttar/NoiseModelling'],[False],[False],[False],[False],[False],[False]
357,What type of infrastructures do e-scooter riders prefer? A route choice model,['https://github.com/maitien86/RecursiveLogit'],[False],[False],[{}],[{}],[{}],[False]
358,Impact of data processing on deriving micro-mobility patterns from vehicle availability data,['https://github.com/micromobility-research/VADprocessing'],[False],[False],[False],[False],[False],[False]
359,Mining dockless bikeshare data for insights into cyclist behavior and preferences: Evidence from the Boston region,['https://github.com/openmobilityfoundation/mobility-data-specification'],[False],[False],[True],[False],[False],[False]
360,Examining equity in accessibility to bike share: A balanced floating catchment area approach,['https://github.com/paezha/Accessibility-Sobi-Hamilton'],[False],[False],[True],[False],[False],[True]
361,A data-driven approach to managing electric vehicle charging infrastructure in parking lots,['https://github.com/jurica-babic/evpl'],[False],[False],[True],[False],[False],[False]
362,The underestimated role of the transportation network: Improving disaster &amp; community resilience,['https://github.com/urutau-nz/access_resilience'],[False],[False],[True],[False],[False],[False]
363,Will river floods ‘tip’ European road networks? A robustness assessment,['https://github.com/keesvanginkel/europe_flood_road_disruption'],[False],[False],[False],[True],[True],[True]
364,Using explainable machine learning to understand how urban form shapes sustainable mobility,['https://github.com/wagnerfe/xml4urbanformanalysis'],[False],[False],[True],[False],[False],[False]
365,Trajectory prediction dimensionality reduction for low-cost connected automated vehicle systems,['https://github.com/CATS-Lab-USF/HIGH-Sim'],[False],[False],[True],[False],[False],[False]
366,Conflict assessment and resolution of climate-optimal aircraft trajectories at network scale,['https://github.com/dlr-pa/climaccf'],[False],[False],[True],[True],[False],[False]
367,Impacts of charging behavior on BEV charging infrastructure needs and energy use,['https://github.com/TheYuanLiao/synthetic-sweden'],[False],[False],[True],[True],[True],[True]
368,High fidelity estimates of paratransit energy consumption from per-second GPS tracking data,['https://github.com/ChullEPG/Bumpy-Ride'],[False],[False],[False],[False],[False],[False]
369,Estimating public transport emissions from General Transit Feed Specification data,['https://github.com/ipeaGIT/gtfs2emis'],[False],[False],[True],[False],[True],[True]
370,Implications of de-carbonization policies using an innovative urban transport simulator,['https://github.com/futuremobilitylabariel/EnvironmentModel'],[False],[False],[True],[True],[False],[True]
371,Walkability inequity in Los Angeles: Uncovering the overlooked role of micro-level features,['https://github.com/lexfridman/mit-deep-learning'],[False],[False],[False],[False],[True],[True]
372,Spatiotemporal heterogeneity of the shared e-scooter–public transport relationships in Stockholm and Helsinki,['https://github.com/graphhopper/graphhopper'],[False],[False],[True],[True],[False],[True]
373,Shifted out: The well-being and justice implications of evening and night commuting,['https://github.com/SAUSy-Lab/canada-transit-access'],[False],[False],[False],[False],[False],[False]
374,Vehicle-to-grid and car sharing: Willingness for flexibility in reservation times in Switzerland,['https://github.com/antonindanalet/use-of-car-sharing-in-Switzerland'],[False],[False],[False],[False],[False],[True]
375,Vehicle-to-grid enabled charging infrastructure planning and operations considering demand uncertainties,['https://github.com/Niuzning/Sample_Data'],[False],[False],[False],[False],[False],[False]
376,"Comparing urban form influences on travel distance, car ownership, and mode choice",['https://github.com/peterberr/sufficcs_mobility'],[False],[False],[False],[False],[False],[False]
377,Concept of robust climate-friendly flight planning under multiple climate impact estimates,['https://github.com/dlr-pa/climaccf'],[False],[False],[True],[True],[False],[False]
378,Robust 4D climate-optimal aircraft trajectory planning under weather-induced uncertainties: Free-routing airspace,"['https://github.com/Aircraft-Operations-Lab/roost', 'https://github.com/Aircraft-Operations-Lab/roc']","[False, False]","[False, False]","[True, True]","[True, True]","[False, False]","[True, True]"
379,Understanding how extreme heat impacts human activity-mobility and time use patterns,['https://github.com/ibatur/atus_heat_paper'],[False],[False],[False],[False],[True],[True]
